scenario,year,revenue,costs,net_income,margin_pct,medicare_outpatient_enhanced,additional_facility_payment,lost_inpatient_revenue,mih_cost,mih_revenue,ccn,hospital_name,state
REH_Conversion,3,,11754985.070463262,,0.0,,3312000.0,750783.0,,,451313,FISHER COUNTY HOSPITAL DISTRICT,TX
REH_with_MIH,1,,12700200.839347027,,,,3312000.0,750783.0,1620000.0,0.0,451313,FISHER COUNTY HOSPITAL DISTRICT,TX
REH_with_MIH,2,,13032606.864527438,,,,3312000.0,750783.0,1620000.0,0.0,451313,FISHER COUNTY HOSPITAL DISTRICT,TX
REH_with_MIH,3,,13374985.070463262,,,,3312000.0,750783.0,1620000.0,0.0,451313,FISHER COUNTY HOSPITAL DISTRICT,TX
CAH_Baseline,1,61703058.0,56711473.49,4991584.509999998,8.089687402527112,,,,,,191324,OCHSNER BAYOU  LLC,LA
CAH_Baseline,2,61703058.0,58412817.694699995,3290240.305300005,5.332378024602937,,,,,,191324,OCHSNER BAYOU  LLC,LA
CAH_Baseline,3,61703058.0,60165202.225541,1537855.774458997,2.4923493653410125,,,,,,191324,OCHSNER BAYOU  LLC,LA
REH_Conversion,1,,50862611.25253924,,0.0,,3312000.0,20752163.0,,,191324,OCHSNER BAYOU  LLC,LA
REH_Conversion,2,,52388489.59011541,,0.0,,3312000.0,20752163.0,,,191324,OCHSNER BAYOU  LLC,LA
REH_Conversion,3,,53960144.27781888,,0.0,,3312000.0,20752163.0,,,191324,OCHSNER BAYOU  LLC,LA
REH_with_MIH,1,,52482611.25253924,,,,3312000.0,20752163.0,1620000.0,0.0,191324,OCHSNER BAYOU  LLC,LA
REH_with_MIH,2,,54008489.59011541,,,,3312000.0,20752163.0,1620000.0,0.0,191324,OCHSNER BAYOU  LLC,LA
REH_with_MIH,3,,55580144.27781888,,,,3312000.0,20752163.0,1620000.0,0.0,191324,OCHSNER BAYOU  LLC,LA
CAH_Baseline,1,9158986.0,12583454.38,-3424468.380000001,-37.38916491410731,,,,,,451324,LILLIAN M. HUDSPETH MEMORIAL HOSP.,TX
CAH_Baseline,2,9158986.0,12960958.0114,-3801972.0113999993,-41.51083986153051,,,,,,451324,LILLIAN M. HUDSPETH MEMORIAL HOSP.,TX
CAH_Baseline,3,9158986.0,13349786.751742,-4190800.7517419998,-45.756165057376435,,,,,,451324,LILLIAN M. HUDSPETH MEMORIAL HOSP.,TX
REH_Conversion,1,,12062720.46347531,,0.0,,3312000.0,902628.0,,,451324,LILLIAN M. HUDSPETH MEMORIAL HOSP.,TX
REH_Conversion,2,,12424602.077379568,,0.0,,3312000.0,902628.0,,,451324,LILLIAN M. HUDSPETH MEMORIAL HOSP.,TX
REH_Conversion,3,,12797340.139700955,,0.0,,3312000.0,902628.0,,,451324,LILLIAN M. HUDSPETH MEMORIAL HOSP.,TX
REH_with_MIH,1,,13682720.46347531,,,,3312000.0,902628.0,1620000.0,0.0,451324,LILLIAN M. HUDSPETH MEMORIAL HOSP.,TX
REH_with_MIH,2,,14044602.077379568,,,,3312000.0,902628.0,1620000.0,0.0,451324,LILLIAN M. HUDSPETH MEMORIAL HOSP.,TX
REH_with_MIH,3,,14417340.139700955,,,,3312000.0,902628.0,1620000.0,0.0,451324,LILLIAN M. HUDSPETH MEMORIAL HOSP.,TX
CAH_Baseline,1,18960516.0,20159060.09,-1198544.0899999999,-6.321263039465803,,,,,,41302,DARDANELLE HOSPITAL,AR
CAH_Baseline,2,18960516.0,20763831.892699998,-1803315.8926999979,-9.510900930649766,,,,,,41302,DARDANELLE HOSPITAL,AR
CAH_Baseline,3,18960516.0,21386746.849481,-2426230.8494810015,-12.796227958569279,,,,,,41302,DARDANELLE HOSPITAL,AR
REH_Conversion,1,,14772118.144325996,,0.0,,3312000.0,23226998.0,,,41302,DARDANELLE HOSPITAL,AR
REH_Conversion,2,,15215281.688655775,,0.0,,3312000.0,23226998.0,,,41302,DARDANELLE HOSPITAL,AR
REH_Conversion,3,,15671740.139315449,,0.0,,3312000.0,23226998.0,,,41302,DARDANELLE HOSPITAL,AR
REH_with_MIH,1,,16392118.144325996,,,,3312000.0,23226998.0,1620000.0,0.0,41302,DARDANELLE HOSPITAL,AR
REH_with_MIH,2,,16835281.688655775,,,,3312000.0,23226998.0,1620000.0,0.0,41302,DARDANELLE HOSPITAL,AR
REH_with_MIH,3,,17291740.13931545,,,,3312000.0,23226998.0,1620000.0,0.0,41302,DARDANELLE HOSPITAL,AR
CAH_Baseline,1,7698813.0,11280341.64,-3581528.6400000006,-46.52053037266914,,,,,,41316,SMC MEDICAL CENTER,AR
CAH_Baseline,2,7698813.0,11618751.8892,-3919938.8892,-50.916146283849216,,,,,,41316,SMC MEDICAL CENTER,AR
CAH_Baseline,3,7698813.0,11967314.445876,-4268501.445876,-55.4436306723647,,,,,,41316,SMC MEDICAL CENTER,AR
REH_Conversion,1,,10493318.1378065,,0.0,,3312000.0,2699486.0,,,41316,SMC MEDICAL CENTER,AR
REH_Conversion,2,,10808117.681940693,,0.0,,3312000.0,2699486.0,,,41316,SMC MEDICAL CENTER,AR
REH_Conversion,3,,11132361.212398915,,0.0,,3312000.0,2699486.0,,,41316,SMC MEDICAL CENTER,AR
REH_with_MIH,1,,12113318.1378065,,,,3312000.0,2699486.0,1620000.0,0.0,41316,SMC MEDICAL CENTER,AR
REH_with_MIH,2,,12428117.681940693,,,,3312000.0,2699486.0,1620000.0,0.0,41316,SMC MEDICAL CENTER,AR
REH_with_MIH,3,,12752361.212398915,,,,3312000.0,2699486.0,1620000.0,0.0,41316,SMC MEDICAL CENTER,AR
CAH_Baseline,1,9857945.0,12257216.3,-2399271.3000000007,-24.338452892565343,,,,,,41317,DALLAS COUNTY MEDICAL CENTER,AR
CAH_Baseline,2,9857945.0,12624932.788999999,-2766987.788999999,-28.068606479342286,,,,,,41317,DALLAS COUNTY MEDICAL CENTER,AR
CAH_Baseline,3,9857945.0,13003680.77267,-3145735.772670001,-31.91066467372257,,,,,,41317,DALLAS COUNTY MEDICAL CENTER,AR
REH_Conversion,1,,11718062.649218146,,0.0,,3312000.0,1386322.0,,,41317,DALLAS COUNTY MEDICAL CENTER,AR
REH_Conversion,2,,12069604.52869469,,0.0,,3312000.0,1386322.0,,,41317,DALLAS COUNTY MEDICAL CENTER,AR
REH_Conversion,3,,12431692.664555531,,0.0,,3312000.0,1386322.0,,,41317,DALLAS COUNTY MEDICAL CENTER,AR
REH_with_MIH,1,,13338062.649218146,,,,3312000.0,1386322.0,1620000.0,0.0,41317,DALLAS COUNTY MEDICAL CENTER,AR
REH_with_MIH,2,,13689604.52869469,,,,3312000.0,1386322.0,1620000.0,0.0,41317,DALLAS COUNTY MEDICAL CENTER,AR
REH_with_MIH,3,,14051692.664555531,,,,3312000.0,1386322.0,1620000.0,0.0,41317,DALLAS COUNTY MEDICAL CENTER,AR
CAH_Baseline,1,12351456.0,14758462.120000001,-2407006.120000001,-19.487630608083784,,,,,,371336,NEWMAN MEMORIAL HOSPITAL,OK
CAH_Baseline,2,12351456.0,15201215.9836,-2849759.9836,-23.072259526326288,,,,,,371336,NEWMAN MEMORIAL HOSPITAL,OK
CAH_Baseline,3,12351456.0,15657252.463108,-3305796.4631079994,-26.764427312116073,,,,,,371336,NEWMAN MEMORIAL HOSPITAL,OK
REH_Conversion,1,,10647799.02418232,,0.0,,3312000.0,10306817.0,,,371336,NEWMAN MEMORIAL HOSPITAL,OK
REH_Conversion,2,,10967232.994907789,,0.0,,3312000.0,10306817.0,,,371336,NEWMAN MEMORIAL HOSPITAL,OK
REH_Conversion,3,,11296249.984755022,,0.0,,3312000.0,10306817.0,,,371336,NEWMAN MEMORIAL HOSPITAL,OK
REH_with_MIH,1,,12267799.02418232,,,,3312000.0,10306817.0,1620000.0,0.0,371336,NEWMAN MEMORIAL HOSPITAL,OK
REH_with_MIH,2,,12587232.994907789,,,,3312000.0,10306817.0,1620000.0,0.0,371336,NEWMAN MEMORIAL HOSPITAL,OK
REH_with_MIH,3,,12916249.984755022,,,,3312000.0,10306817.0,1620000.0,0.0,371336,NEWMAN MEMORIAL HOSPITAL,OK
CAH_Baseline,1,31027016.0,36793289.2,-5766273.200000003,-18.58468503706577,,,,,,451369,GOLDEN PLAINS COMMUNITY HOSPITAL,TX
CAH_Baseline,2,31027016.0,37897087.876,-6870071.876000002,-22.14222558817774,,,,,,451369,GOLDEN PLAINS COMMUNITY HOSPITAL,TX
CAH_Baseline,3,31027016.0,39034000.51228,-8006984.512280002,-25.806492355823075,,,,,,451369,GOLDEN PLAINS COMMUNITY HOSPITAL,TX
REH_Conversion,1,,32478757.91266998,,0.0,,3312000.0,14877503.0,,,451369,GOLDEN PLAINS COMMUNITY HOSPITAL,TX
REH_Conversion,2,,33453120.650050074,,0.0,,3312000.0,14877503.0,,,451369,GOLDEN PLAINS COMMUNITY HOSPITAL,TX
REH_Conversion,3,,34456714.269551575,,0.0,,3312000.0,14877503.0,,,451369,GOLDEN PLAINS COMMUNITY HOSPITAL,TX
REH_with_MIH,1,,34098757.91266998,,,,3312000.0,14877503.0,1620000.0,0.0,451369,GOLDEN PLAINS COMMUNITY HOSPITAL,TX
REH_with_MIH,2,,35073120.650050074,,,,3312000.0,14877503.0,1620000.0,0.0,451369,GOLDEN PLAINS COMMUNITY HOSPITAL,TX
REH_with_MIH,3,,36076714.269551575,,,,3312000.0,14877503.0,1620000.0,0.0,451369,GOLDEN PLAINS COMMUNITY HOSPITAL,TX
CAH_Baseline,1,22857743.0,18738779.7,4118963.3000000007,18.01999130010343,,,,,,451312,RICE MEDICAL CENTER,TX
CAH_Baseline,2,22857743.0,19300943.091,3556799.909000002,15.560591039106539,,,,,,451312,RICE MEDICAL CENTER,TX
CAH_Baseline,3,22857743.0,19879971.38373,2977771.6162699983,13.027408770279717,,,,,,451312,RICE MEDICAL CENTER,TX
REH_Conversion,1,,16388031.64820278,,0.0,,3312000.0,5501304.0,,,451312,RICE MEDICAL CENTER,TX
REH_Conversion,2,,16879672.597648863,,0.0,,3312000.0,5501304.0,,,451312,RICE MEDICAL CENTER,TX
REH_Conversion,3,,17386062.775578327,,0.0,,3312000.0,5501304.0,,,451312,RICE MEDICAL CENTER,TX
REH_with_MIH,1,,18008031.64820278,,,,3312000.0,5501304.0,1620000.0,0.0,451312,RICE MEDICAL CENTER,TX
REH_with_MIH,2,,18499672.597648863,,,,3312000.0,5501304.0,1620000.0,0.0,451312,RICE MEDICAL CENTER,TX
REH_with_MIH,3,,19006062.775578327,,,,3312000.0,5501304.0,1620000.0,0.0,451312,RICE MEDICAL CENTER,TX
CAH_Baseline,1,38680136.0,51539543.76,-12859407.759999998,-33.24550813368391,,,,,,451382,COMANCHE COUNTY MEDICAL CENTER,TX
CAH_Baseline,2,38680136.0,53085730.072799996,-14405594.072799996,-37.242873377694416,,,,,,451382,COMANCHE COUNTY MEDICAL CENTER,TX
CAH_Baseline,3,38680136.0,54678301.974984,-15998165.974983998,-41.36015957902526,,,,,,451382,COMANCHE COUNTY MEDICAL CENTER,TX
REH_Conversion,1,,47488264.91609946,,0.0,,3312000.0,10213582.0,,,451382,COMANCHE COUNTY MEDICAL CENTER,TX
REH_Conversion,2,,48912912.86358244,,0.0,,3312000.0,10213582.0,,,451382,COMANCHE COUNTY MEDICAL CENTER,TX
REH_Conversion,3,,50380300.24948992,,0.0,,3312000.0,10213582.0,,,451382,COMANCHE COUNTY MEDICAL CENTER,TX
REH_with_MIH,1,,49108264.91609946,,,,3312000.0,10213582.0,1620000.0,0.0,451382,COMANCHE COUNTY MEDICAL CENTER,TX
REH_with_MIH,2,,50532912.86358244,,,,3312000.0,10213582.0,1620000.0,0.0,451382,COMANCHE COUNTY MEDICAL CENTER,TX
REH_with_MIH,3,,52000300.24948992,,,,3312000.0,10213582.0,1620000.0,0.0,451382,COMANCHE COUNTY MEDICAL CENTER,TX
CAH_Baseline,1,28259524.0,32096414.01,-3836890.0100000016,-13.577334175904737,,,,,,41321,BAPTIST HEALTH MED CTR ARKADELPHIA,AR
CAH_Baseline,2,28259524.0,33059306.430299997,-4799782.430299997,-16.984654201181865,,,,,,41321,BAPTIST HEALTH MED CTR ARKADELPHIA,AR
CAH_Baseline,3,28259524.0,34051085.623209,-5791561.623209,-20.49419382721733,,,,,,41321,BAPTIST HEALTH MED CTR ARKADELPHIA,AR
REH_Conversion,1,,28054042.890285775,,0.0,,3312000.0,17116967.0,,,41321,BAPTIST HEALTH MED CTR ARKADELPHIA,AR
REH_Conversion,2,,28895664.176994346,,0.0,,3312000.0,17116967.0,,,41321,BAPTIST HEALTH MED CTR ARKADELPHIA,AR
REH_Conversion,3,,29762534.10230418,,0.0,,3312000.0,17116967.0,,,41321,BAPTIST HEALTH MED CTR ARKADELPHIA,AR
REH_with_MIH,1,,29674042.890285775,,,,3312000.0,17116967.0,1620000.0,0.0,41321,BAPTIST HEALTH MED CTR ARKADELPHIA,AR
REH_with_MIH,2,,30515664.176994346,,,,3312000.0,17116967.0,1620000.0,0.0,41321,BAPTIST HEALTH MED CTR ARKADELPHIA,AR
REH_with_MIH,3,,31382534.10230418,,,,3312000.0,17116967.0,1620000.0,0.0,41321,BAPTIST HEALTH MED CTR ARKADELPHIA,AR
CAH_Baseline,1,13143463.0,33648596.2,-20505133.200000003,-156.01012609842627,,,,,,451308,YOAKUM COUNTY HOSPITAL,TX
CAH_Baseline,2,13143463.0,34658054.085999995,-21514591.085999995,-163.69042988137903,,,,,,451308,YOAKUM COUNTY HOSPITAL,TX
CAH_Baseline,3,13143463.0,35697795.70858,-22554332.708580002,-171.60114277782043,,,,,,451308,YOAKUM COUNTY HOSPITAL,TX
REH_Conversion,1,,29783927.008863106,,0.0,,3312000.0,5672519.0,,,451308,YOAKUM COUNTY HOSPITAL,TX
REH_Conversion,2,,30677444.819128998,,0.0,,3312000.0,5672519.0,,,451308,YOAKUM COUNTY HOSPITAL,TX
REH_Conversion,3,,31597768.16370287,,0.0,,3312000.0,5672519.0,,,451308,YOAKUM COUNTY HOSPITAL,TX
REH_with_MIH,1,,31403927.008863106,,,,3312000.0,5672519.0,1620000.0,0.0,451308,YOAKUM COUNTY HOSPITAL,TX
REH_with_MIH,2,,32297444.819128998,,,,3312000.0,5672519.0,1620000.0,0.0,451308,YOAKUM COUNTY HOSPITAL,TX
REH_with_MIH,3,,33217768.16370287,,,,3312000.0,5672519.0,1620000.0,0.0,451308,YOAKUM COUNTY HOSPITAL,TX
CAH_Baseline,1,15929460.0,18779889.06,-2850429.0599999987,-17.894072115438934,,,,,,371330,MANGUM REGIONAL MEDICAL CENTER,OK
CAH_Baseline,2,15929460.0,19343285.731799997,-3413825.7317999974,-21.430894278902095,,,,,,371330,MANGUM REGIONAL MEDICAL CENTER,OK
CAH_Baseline,3,15929460.0,19923584.303754,-3994124.303754002,-25.073821107269183,,,,,,371330,MANGUM REGIONAL MEDICAL CENTER,OK
REH_Conversion,1,,9944405.646429416,,0.0,,3312000.0,17871711.0,,,371330,MANGUM REGIONAL MEDICAL CENTER,OK
REH_Conversion,2,,10242737.815822298,,0.0,,3312000.0,17871711.0,,,371330,MANGUM REGIONAL MEDICAL CENTER,OK
REH_Conversion,3,,10550019.950296968,,0.0,,3312000.0,17871711.0,,,371330,MANGUM REGIONAL MEDICAL CENTER,OK
REH_with_MIH,1,,11564405.646429416,,,,3312000.0,17871711.0,1620000.0,0.0,371330,MANGUM REGIONAL MEDICAL CENTER,OK
REH_with_MIH,2,,11862737.815822298,,,,3312000.0,17871711.0,1620000.0,0.0,371330,MANGUM REGIONAL MEDICAL CENTER,OK
REH_with_MIH,3,,12170019.950296968,,,,3312000.0,17871711.0,1620000.0,0.0,371330,MANGUM REGIONAL MEDICAL CENTER,OK
CAH_Baseline,1,4666898.0,6488457.19,-1821559.1900000004,-39.0314763682429,,,,,,451304,SCHLEICHER COUNTY MEDICAL CENTER,TX
CAH_Baseline,2,4666898.0,6683110.9057,-2016212.9057,-43.202420659290176,,,,,,451304,SCHLEICHER COUNTY MEDICAL CENTER,TX
CAH_Baseline,3,4666898.0,6883604.232871,-2216706.2328709997,-47.498493279068875,,,,,,451304,SCHLEICHER COUNTY MEDICAL CENTER,TX
REH_Conversion,1,,5874251.024305672,,0.0,,3312000.0,631107.0,,,451304,SCHLEICHER COUNTY MEDICAL CENTER,TX
REH_Conversion,2,,6050478.555034841,,0.0,,3312000.0,631107.0,,,451304,SCHLEICHER COUNTY MEDICAL CENTER,TX
REH_Conversion,3,,6231992.911685888,,0.0,,3312000.0,631107.0,,,451304,SCHLEICHER COUNTY MEDICAL CENTER,TX
REH_with_MIH,1,,7494251.024305672,,,,3312000.0,631107.0,1620000.0,0.0,451304,SCHLEICHER COUNTY MEDICAL CENTER,TX
REH_with_MIH,2,,7670478.555034841,,,,3312000.0,631107.0,1620000.0,0.0,451304,SCHLEICHER COUNTY MEDICAL CENTER,TX
REH_with_MIH,3,,7851992.911685888,,,,3312000.0,631107.0,1620000.0,0.0,451304,SCHLEICHER COUNTY MEDICAL CENTER,TX
CAH_Baseline,1,8631236.0,12139123.71,-3507887.710000001,-40.64177726110143,,,,,,451352,HARDEMAN COUNTY HOSPITAL,TX
CAH_Baseline,2,8631236.0,12503297.4213,-3872061.4212999996,-44.86103057893446,,,,,,451352,HARDEMAN COUNTY HOSPITAL,TX
CAH_Baseline,3,8631236.0,12878396.343939,-4247160.343939001,-49.20686149630251,,,,,,451352,HARDEMAN COUNTY HOSPITAL,TX
REH_Conversion,1,,11288421.735440489,,0.0,,3312000.0,1136018.0,,,451352,HARDEMAN COUNTY HOSPITAL,TX
REH_Conversion,2,,11627074.387503702,,0.0,,3312000.0,1136018.0,,,451352,HARDEMAN COUNTY HOSPITAL,TX
REH_Conversion,3,,11975886.619128814,,0.0,,3312000.0,1136018.0,,,451352,HARDEMAN COUNTY HOSPITAL,TX
REH_with_MIH,1,,12908421.735440489,,,,3312000.0,1136018.0,1620000.0,0.0,451352,HARDEMAN COUNTY HOSPITAL,TX
REH_with_MIH,2,,13247074.387503702,,,,3312000.0,1136018.0,1620000.0,0.0,451352,HARDEMAN COUNTY HOSPITAL,TX
REH_with_MIH,3,,13595886.619128814,,,,3312000.0,1136018.0,1620000.0,0.0,451352,HARDEMAN COUNTY HOSPITAL,TX
CAH_Baseline,1,24790882.0,27808183.080000002,-3017301.080000002,-12.171011422667423,,,,,,41312,BHMC-HEBER SPRINGS,AR
CAH_Baseline,2,24790882.0,28642428.5724,-3851546.5724,-15.536141765347436,,,,,,41312,BHMC-HEBER SPRINGS,AR
CAH_Baseline,3,24790882.0,29501701.429572,-4710819.429572001,-19.002226018307862,,,,,,41312,BHMC-HEBER SPRINGS,AR
REH_Conversion,1,,26330347.502252836,,0.0,,3312000.0,7091043.0,,,41312,BHMC-HEBER SPRINGS,AR
REH_Conversion,2,,27120257.92732042,,0.0,,3312000.0,7091043.0,,,41312,BHMC-HEBER SPRINGS,AR
REH_Conversion,3,,27933865.665140033,,0.0,,3312000.0,7091043.0,,,41312,BHMC-HEBER SPRINGS,AR
REH_with_MIH,1,,27950347.502252836,,,,3312000.0,7091043.0,1620000.0,0.0,41312,BHMC-HEBER SPRINGS,AR
REH_with_MIH,2,,28740257.92732042,,,,3312000.0,7091043.0,1620000.0,0.0,41312,BHMC-HEBER SPRINGS,AR
REH_with_MIH,3,,29553865.665140033,,,,3312000.0,7091043.0,1620000.0,0.0,41312,BHMC-HEBER SPRINGS,AR
CAH_Baseline,1,24986773.0,34737124.92,-9750351.920000002,-39.02205346804888,,,,,,191313,RIVERSIDE MED CTR,LA
CAH_Baseline,2,24986773.0,35779238.6676,-10792465.667599998,-43.19271507209034,,,,,,191313,RIVERSIDE MED CTR,LA
CAH_Baseline,3,24986773.0,36852615.827628,-11865842.827628002,-47.48849652425306,,,,,,191313,RIVERSIDE MED CTR,LA
REH_Conversion,1,,33309145.91962623,,0.0,,3312000.0,4394145.0,,,191313,RIVERSIDE MED CTR,LA
REH_Conversion,2,,34308420.297215015,,0.0,,3312000.0,4394145.0,,,191313,RIVERSIDE MED CTR,LA
REH_Conversion,3,,35337672.90613146,,0.0,,3312000.0,4394145.0,,,191313,RIVERSIDE MED CTR,LA
REH_with_MIH,1,,34929145.91962623,,,,3312000.0,4394145.0,1620000.0,0.0,191313,RIVERSIDE MED CTR,LA
REH_with_MIH,2,,35928420.297215015,,,,3312000.0,4394145.0,1620000.0,0.0,191313,RIVERSIDE MED CTR,LA
REH_with_MIH,3,,36957672.90613146,,,,3312000.0,4394145.0,1620000.0,0.0,191313,RIVERSIDE MED CTR,LA
CAH_Baseline,1,6444181.0,10513834.18,-4069653.1799999997,-63.15237234956622,,,,,,451353,CRANE COUNTY HOSPITAL DISTRICT,TX
CAH_Baseline,2,6444181.0,10829249.2054,-4385068.205399999,-68.04694352005319,,,,,,451353,CRANE COUNTY HOSPITAL DISTRICT,TX
CAH_Baseline,3,6444181.0,11154126.681562,-4709945.681562001,-73.08835182565481,,,,,,451353,CRANE COUNTY HOSPITAL DISTRICT,TX
REH_Conversion,1,,9645569.312199645,,0.0,,3312000.0,1327487.0,,,451353,CRANE COUNTY HOSPITAL DISTRICT,TX
REH_Conversion,2,,9934936.391565632,,0.0,,3312000.0,1327487.0,,,451353,CRANE COUNTY HOSPITAL DISTRICT,TX
REH_Conversion,3,,10232984.483312603,,0.0,,3312000.0,1327487.0,,,451353,CRANE COUNTY HOSPITAL DISTRICT,TX
REH_with_MIH,1,,11265569.312199645,,,,3312000.0,1327487.0,1620000.0,0.0,451353,CRANE COUNTY HOSPITAL DISTRICT,TX
REH_with_MIH,2,,11554936.391565632,,,,3312000.0,1327487.0,1620000.0,0.0,451353,CRANE COUNTY HOSPITAL DISTRICT,TX
REH_with_MIH,3,,11852984.483312603,,,,3312000.0,1327487.0,1620000.0,0.0,451353,CRANE COUNTY HOSPITAL DISTRICT,TX
CAH_Baseline,1,74972063.0,70349002.06,4623060.939999998,6.166378188099209,,,,,,321306,LINCOLN COUNTY MEDICAL CENTER,NM
CAH_Baseline,2,74972063.0,72459472.12179999,2512590.8782000095,3.3513695337422016,,,,,,321306,LINCOLN COUNTY MEDICAL CENTER,NM
CAH_Baseline,3,74972063.0,74633256.285454,338806.714545995,0.45191061975444774,,,,,,321306,LINCOLN COUNTY MEDICAL CENTER,NM
REH_Conversion,1,,60405191.310252614,,0.0,,3312000.0,30706108.0,,,321306,LINCOLN COUNTY MEDICAL CENTER,NM
REH_Conversion,2,,62217347.04956019,,0.0,,3312000.0,30706108.0,,,321306,LINCOLN COUNTY MEDICAL CENTER,NM
REH_Conversion,3,,64083867.461047,,0.0,,3312000.0,30706108.0,,,321306,LINCOLN COUNTY MEDICAL CENTER,NM
REH_with_MIH,1,,62025191.310252614,,,,3312000.0,30706108.0,1620000.0,0.0,321306,LINCOLN COUNTY MEDICAL CENTER,NM
REH_with_MIH,2,,63837347.04956019,,,,3312000.0,30706108.0,1620000.0,0.0,321306,LINCOLN COUNTY MEDICAL CENTER,NM
REH_with_MIH,3,,65703867.461047,,,,3312000.0,30706108.0,1620000.0,0.0,321306,LINCOLN COUNTY MEDICAL CENTER,NM
CAH_Baseline,1,15006327.0,25590747.580000002,-10584420.580000002,-70.53305302490077,,,,,,191314,MADISON PARISH HOSPITAL,LA
CAH_Baseline,2,15006327.0,26358470.0074,-11352143.007399999,-75.64904461564778,,,,,,191314,MADISON PARISH HOSPITAL,LA
CAH_Baseline,3,15006327.0,27149224.107622,-12142897.107622001,-80.91851595411723,,,,,,191314,MADISON PARISH HOSPITAL,LA
REH_Conversion,1,,23791233.685541436,,0.0,,3312000.0,2609170.0,,,191314,MADISON PARISH HOSPITAL,LA
REH_Conversion,2,,24504970.696107678,,0.0,,3312000.0,2609170.0,,,191314,MADISON PARISH HOSPITAL,LA
REH_Conversion,3,,25240119.81699091,,0.0,,3312000.0,2609170.0,,,191314,MADISON PARISH HOSPITAL,LA
REH_with_MIH,1,,25411233.685541436,,,,3312000.0,2609170.0,1620000.0,0.0,191314,MADISON PARISH HOSPITAL,LA
REH_with_MIH,2,,26124970.696107678,,,,3312000.0,2609170.0,1620000.0,0.0,191314,MADISON PARISH HOSPITAL,LA
REH_with_MIH,3,,26860119.81699091,,,,3312000.0,2609170.0,1620000.0,0.0,191314,MADISON PARISH HOSPITAL,LA
CAH_Baseline,1,24567746.0,29922513.52,-5354767.52,-21.7959251125439,,,,,,41330,PIGGOTT COMMUNITY HOSPITAL,AR
CAH_Baseline,2,24567746.0,30820188.9256,-6252442.9256,-25.44980286592022,,,,,,41330,PIGGOTT COMMUNITY HOSPITAL,AR
CAH_Baseline,3,24567746.0,31744794.593368,-7177048.593368001,-29.21329695189783,,,,,,41330,PIGGOTT COMMUNITY HOSPITAL,AR
REH_Conversion,1,,25213202.370761156,,0.0,,3312000.0,12000281.0,,,41330,PIGGOTT COMMUNITY HOSPITAL,AR
REH_Conversion,2,,25969598.44188399,,0.0,,3312000.0,12000281.0,,,41330,PIGGOTT COMMUNITY HOSPITAL,AR
REH_Conversion,3,,26748686.39514051,,0.0,,3312000.0,12000281.0,,,41330,PIGGOTT COMMUNITY HOSPITAL,AR
REH_with_MIH,1,,26833202.370761156,,,,3312000.0,12000281.0,1620000.0,0.0,41330,PIGGOTT COMMUNITY HOSPITAL,AR
REH_with_MIH,2,,27589598.44188399,,,,3312000.0,12000281.0,1620000.0,0.0,41330,PIGGOTT COMMUNITY HOSPITAL,AR
REH_with_MIH,3,,28368686.39514051,,,,3312000.0,12000281.0,1620000.0,0.0,41330,PIGGOTT COMMUNITY HOSPITAL,AR
CAH_Baseline,1,35615726.0,37445012.43,-1829286.4299999997,-5.136176165551138,,,,,,321301,SOCORRO GENERAL HOSPITAL,NM
CAH_Baseline,2,35615726.0,38568362.8029,-2952636.8029000014,-8.290261450517677,,,,,,321301,SOCORRO GENERAL HOSPITAL,NM
CAH_Baseline,3,35615726.0,39725413.686987,-4109687.6869869977,-11.538969294033198,,,,,,321301,SOCORRO GENERAL HOSPITAL,NM
REH_Conversion,1,,34610787.39926964,,0.0,,3312000.0,7719229.0,,,321301,SOCORRO GENERAL HOSPITAL,NM
REH_Conversion,2,,35649111.02124773,,0.0,,3312000.0,7719229.0,,,321301,SOCORRO GENERAL HOSPITAL,NM
REH_Conversion,3,,36718584.35188516,,0.0,,3312000.0,7719229.0,,,321301,SOCORRO GENERAL HOSPITAL,NM
REH_with_MIH,1,,36230787.39926964,,,,3312000.0,7719229.0,1620000.0,0.0,321301,SOCORRO GENERAL HOSPITAL,NM
REH_with_MIH,2,,37269111.02124773,,,,3312000.0,7719229.0,1620000.0,0.0,321301,SOCORRO GENERAL HOSPITAL,NM
REH_with_MIH,3,,38338584.35188516,,,,3312000.0,7719229.0,1620000.0,0.0,321301,SOCORRO GENERAL HOSPITAL,NM
CAH_Baseline,1,34950262.0,39069494.44,-4119232.4399999976,-11.785984436969308,,,,,,451328,RICELAND MEDICAL CENTER,TX
CAH_Baseline,2,34950262.0,40241579.2732,-5291317.273199998,-15.139563970078388,,,,,,451328,RICELAND MEDICAL CENTER,TX
CAH_Baseline,3,34950262.0,41448826.651396,-6498564.651395999,-18.59375088918074,,,,,,451328,RICELAND MEDICAL CENTER,TX
REH_Conversion,1,,38622483.00595749,,0.0,,3312000.0,4451398.0,,,451328,RICELAND MEDICAL CENTER,TX
REH_Conversion,2,,39781157.49613621,,0.0,,3312000.0,4451398.0,,,451328,RICELAND MEDICAL CENTER,TX
REH_Conversion,3,,40974592.2210203,,0.0,,3312000.0,4451398.0,,,451328,RICELAND MEDICAL CENTER,TX
REH_with_MIH,1,,40242483.00595749,,,,3312000.0,4451398.0,1620000.0,0.0,451328,RICELAND MEDICAL CENTER,TX
